row,business_name,category,module_name,city,state,zone,age_restricted,module_id,category_ids
241,"Quick Foods Grocery","Grocery / Markets",Grocery/Markets,"Port Arthur",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,5,[]
242,"Divine Cuts and Styles","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers","Port Arthur",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,16,[]
243,"Goodson's Pharmacy","Pharmacy / Health",Pharmacy/Health,"Lake Jackson",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,10,[]
245,"Savvy Stylist Beauty Bar","Beauty / Personal Care","Beauty/Personal Care","Texas City",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,14,[]
246,"Hair by Niya","Beauty / Personal Care","Beauty/Personal Care","Bay City",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,14,[]
247,"Southern Sweetz Bakery","Home-Based Businessz","Home-Based Businesses",Angleton,TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,6,[]
248,"Fenomenal Flashes Empire","Food Trucks","Food Trucks","Bay City",TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,12,[]
249,"Kountry Boyz Mobile Grill","Food Trucks","Food Trucks",Angleton,TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",no,12,[]
250,"Dulan's Soul Food Kitchen",Restaurants,"Restaurants/Brick and Mortar","Los Angeles",CA,"Greater Los Angeles Area",no,4,[]
251,"Simply Wholesome","Grocery / Markets",Grocery/Markets,"Los Angeles",CA,"Greater Los Angeles Area",no,5,[]
252,"Sole Folks","Retail / Shopping",Retail/Shopping,"Los Angeles",CA,"Greater Los Angeles Area",no,13,[]
253,"Nappily Naturals & Apothecary","Pharmacy / Health",Pharmacy/Health,"Los Angeles",CA,"Greater Los Angeles Area",no,10,[]
254,"1987 Juices",Restaurants,"Restaurants/Brick and Mortar","Los Angeles",CA,"Greater Los Angeles Area",no,4,[]
255,"Blackline Coffee","Grocery / Markets",Grocery/Markets,"Los Angeles",CA,"Greater Los Angeles Area",no,5,[]
256,KUTULA,Restaurants,"Restaurants/Brick and Mortar","Los Angeles",CA,"Greater Los Angeles Area",no,4,[]
257,"MoBetta Food Truck","Food Trucks","Food Trucks","Los Angeles",CA,"Greater Los Angeles Area",no,12,[58]
265,"Call Me Cake Soul Food",Restaurants,"Restaurants/Brick and Mortar","Las Vegas",NV,"Greater Las Vegas Area",no,4,[]
266,"Tasty T's Cheesecakes","Grocery / Markets",Grocery/Markets,"Las Vegas",NV,"Greater Las Vegas Area",no,5,[]
267,"SoulFoo'd Restaurant",Restaurants,"Restaurants/Brick and Mortar","Las Vegas",NV,"Greater Las Vegas Area",no,4,[]
268,"The LaMarre Theater","Local Events / Creators","Local Events/Creators","Las Vegas",NV,"Greater Las Vegas Area",no,11,[]
269,"Tofu Tees Boutique","Retail / Shopping",Retail/Shopping,"Las Vegas",NV,"Greater Las Vegas Area",no,13,[]
270,"B4 & After Nail Boutique","Beauty / Personal Care","Beauty/Personal Care","Las Vegas",NV,"Greater Las Vegas Area",no,14,[]
271,"Legends Barber Studio","Beauty / Personal Care","Beauty/Personal Care","Las Vegas",NV,"Greater Las Vegas Area",no,14,[]
272,"Left of Center Gallery","Local Events / Creators","Local Events/Creators","Las Vegas",NV,"Greater Las Vegas Area",no,11,[]
279,"Jackson Soul Food",Restaurants,"Restaurants/Brick and Mortar",Miami,FL,"Greater Miami Area",no,4,[]
280,"Ms. Cheezious","Food Trucks","Food Trucks",Miami,FL,"Greater Miami Area",no,12,[]
281,"Cafe des Fleurs","Grocery / Markets",Grocery/Markets,Miami,FL,"Greater Miami Area",no,5,[]
282,"King of Opa Locka Grill",Restaurants,"Restaurants/Brick and Mortar",Miami,FL,"Greater Miami Area",no,4,[]
283,"Nena's Organics","Grocery / Markets",Grocery/Markets,Miami,FL,"Greater Miami Area",no,5,[]
284,"305 Concierge Courier","Courier / Parcel","Courier/Parcel Delivery",Miami,FL,"Greater Miami Area",no,9,[]
285,"Optical City Miami","Pharmacy / Health",Pharmacy/Health,Miami,FL,"Greater Miami Area",no,10,[]
286,"13 Pirates Eat Food Truck","Food Trucks","Food Trucks",Miami,FL,"Greater Miami Area",no,12,[51]
287,"Shiphrah's Jewels","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[90]
288,"Suga Glow Beauty Studio","Beauty / Personal Care","Beauty/Personal Care",Miami,FL,"Greater Miami Area",no,14,[]
289,"Miami Event Collective","Local Events / Creators","Local Events/Creators",Miami,FL,"Greater Miami Area",no,11,[]
290,"Kulture Bakes","Home-Based Businessz","Home-Based Businesses",Miami,FL,"Greater Miami Area",no,6,[]
291,"The Half Smoke",Restaurants,"Restaurants/Brick and Mortar",Washington,DC,"Greater DMV Area",no,4,[]
292,"Jaliyaa Coffee Truck","Food Trucks","Food Trucks",Washington,DC,"Greater DMV Area",no,12,[]
293,"Simply Fresh Market","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
294,"Bailiwick Clothing","Retail / Shopping",Retail/Shopping,Washington,DC,"Greater DMV Area",no,13,[]
295,"Capitol Couriers DC","Courier / Parcel","Courier/Parcel Delivery",Washington,DC,"Greater DMV Area",no,9,[]
296,"Hue Health Pharmacy","Pharmacy / Health",Pharmacy/Health,Washington,DC,"Greater DMV Area",no,10,[]
297,"Moe's Barbershop DC","Beauty / Personal Care","Beauty/Personal Care",Washington,DC,"Greater DMV Area",no,14,[]
298,"DC Art Collective","Local Events / Creators","Local Events/Creators",Washington,DC,"Greater DMV Area",no,11,[]
299,"Kulture Bakery DC","Home-Based Businessz","Home-Based Businesses",Washington,DC,"Greater DMV Area",no,6,[]
300,"The Treats Factory","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
301,"Nelson's Buffeteria",Restaurants,"Restaurants/Brick and Mortar",Tulsa,OK,"Greater Tulsa Area",no,4,[]
302,"Wanda J's Kitchen",Restaurants,"Restaurants/Brick and Mortar",Tulsa,OK,"Greater Tulsa Area",no,4,[]
303,"The Vault Restaurant",Restaurants,"Restaurants/Brick and Mortar",Tulsa,OK,"Greater Tulsa Area",no,4,[]
304,"Greenwood Grocery","Grocery / Markets",Grocery/Markets,Tulsa,OK,"Greater Tulsa Area",no,5,[]
305,"Black Wall Street Events","Local Events / Creators","Local Events/Creators",Tulsa,OK,"Greater Tulsa Area",no,11,[]
306,"Tulsa Pharmacy Services","Pharmacy / Health",Pharmacy/Health,Tulsa,OK,"Greater Tulsa Area",no,10,[]
307,"Courier Plus Tulsa","Courier / Parcel","Courier/Parcel Delivery",Tulsa,OK,"Greater Tulsa Area",no,9,[]
308,"Lena's Homemade Pies","Home-Based Businessz","Home-Based Businesses",Tulsa,OK,"Greater Tulsa Area",no,6,[]
309,"Da Tastee Food Truck","Food Trucks","Food Trucks",Tulsa,OK,"Greater Tulsa Area",no,12,[58]
310,"Classy Nails & Spa","Beauty / Personal Care","Beauty/Personal Care",Tulsa,OK,"Greater Tulsa Area",no,14,[]
311,"Greenwood Barber Lounge","Beauty / Personal Care","Beauty/Personal Care",Tulsa,OK,"Greater Tulsa Area",no,14,[]
312,"The Supper Club CLT",Restaurants,"Restaurants/Brick and Mortar",Charlotte,NC,"Greater Charlotte Area",no,4,[]
313,"Lebanon's Restaurant",Restaurants,"Restaurants/Brick and Mortar",Charlotte,NC,"Greater Charlotte Area",no,4,[]
314,"Mama's Caribbean Grill",Restaurants,"Restaurants/Brick and Mortar",Charlotte,NC,"Greater Charlotte Area",no,4,[]
315,"Sweet Lew's BBQ",Restaurants,"Restaurants/Brick and Mortar",Charlotte,NC,"Greater Charlotte Area",no,4,[14]
316,"Leroy Fox",Restaurants,"Restaurants/Brick and Mortar",Charlotte,NC,"Greater Charlotte Area",no,4,[]
317,"Pot Belly Sandwich Food Truck","Food Trucks","Food Trucks",Charlotte,NC,"Greater Charlotte Area",no,12,[]
318,"Uptown Market CLT","Grocery / Markets",Grocery/Markets,Charlotte,NC,"Greater Charlotte Area",no,5,[]
319,"CLT Fashion Boutique","Retail / Shopping",Retail/Shopping,Charlotte,NC,"Greater Charlotte Area",no,13,[]
320,"Carolina Health Pharmacy","Pharmacy / Health",Pharmacy/Health,Charlotte,NC,"Greater Charlotte Area",no,10,[]
321,"Queen City Courier","Courier / Parcel","Courier/Parcel Delivery",Charlotte,NC,"Greater Charlotte Area",no,9,[]
322,"CLT Events Venue","Local Events / Creators","Local Events/Creators",Charlotte,NC,"Greater Charlotte Area",no,11,[]
323,"Sweet Bella Bakery","Home-Based Businessz","Home-Based Businesses",Charlotte,NC,"Greater Charlotte Area",no,6,[]
324,"Crown Cuts Barbershop","Beauty / Personal Care","Beauty/Personal Care",Charlotte,NC,"Greater Charlotte Area",no,14,[]
325,"Jacob Restaurant",Restaurants,"Restaurants/Brick and Mortar","New York",NY,"Greater NYC Area",no,4,[]
326,"Miss Mamie's Spoonbread Too",Restaurants,"Restaurants/Brick and Mortar","New York",NY,"Greater NYC Area",no,4,[]
327,"Barney Greengrass","Grocery / Markets",Grocery/Markets,"New York",NY,"Greater NYC Area",no,5,[]
328,"Harlem Seafood Soul","Food Trucks","Food Trucks","New York",NY,"Greater NYC Area",no,12,[51]
329,"Nubian Heritage Market","Grocery / Markets",Grocery/Markets,"New York",NY,"Greater NYC Area",no,5,[]
338,"Luzia Shop","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
339,"Class Bookstore","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
340,"The Blaq Shopp","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
342,"GloGele & Fashion World","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
343,"SisStore Joy Christian Bookstore","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
344,"Mr. Black's Boutique","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[]
345,"Roots Bookstore & Market","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[]
346,"Unique African Boutique","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[]
347,"Bohemi Chic","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[]
348,"Ankara Delights","Retail / Shopping",Retail/Shopping,Miami,FL,"Greater Miami Area",no,13,[]
349,"PD&K Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Atlanta,GA,"Greater Atlanta Area",no,16,[]
350,"Nubian Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Atlanta,GA,"Greater Atlanta Area",no,16,[]
351,"Ideal Beauty Supply & Suites","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Atlanta,GA,"Greater Atlanta Area",no,16,[]
352,"Ebony Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Atlanta,GA,"Greater Atlanta Area",no,16,[]
353,"Natasha's Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers","Las Vegas",NV,"Greater Las Vegas Area",no,16,[]
354,"Kin Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers","Las Vegas",NV,"Greater Las Vegas Area",no,16,[]
355,"Maxxie Posh Hair Extensions & Wigs","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers","Las Vegas",NV,"Greater Las Vegas Area",no,16,[]
356,"Pink Noire Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Memphis,TN,"Memphis Area",no,16,[]
357,"K&K Beauty Supply","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Memphis,TN,"Memphis Area",no,16,[]
358,"Bnear Studios","Beauty / Personal Care","Beauty/Personal Care","Los Angeles",CA,"Greater Los Angeles Area",no,14,[]
359,"The Den Salon","Beauty / Personal Care","Beauty/Personal Care","Los Angeles",CA,"Greater Los Angeles Area",no,14,[]
360,"Knoel LauRen Hair Salon","Beauty / Personal Care","Beauty/Personal Care","Los Angeles",CA,"Greater Los Angeles Area",no,14,[]
361,"Magnificent Brothers Barber & Beauty Salon","Beauty / Personal Care","Beauty/Personal Care","Los Angeles",CA,"Greater Los Angeles Area",no,14,[]
362,"Eros' Hair & Beauty","Beauty / Personal Care","Beauty/Personal Care","Los Angeles",CA,"Greater Los Angeles Area",no,14,[]
363,"Gipson Grocery","Grocery / Markets",Grocery/Markets,Dallas,TX,"Greater Dallas Area",no,5,[]
364,"Oasis Fresh Market","Grocery / Markets",Grocery/Markets,Tulsa,OK,"Greater Tulsa Area",no,5,[]
365,"Elmira Market","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
366,"Aurora Market","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
367,"Marion Barry Avenue Market & Cafe","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
368,"Haile's Stanton Supermarket","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
369,"Pop's Market","Grocery / Markets",Grocery/Markets,Washington,DC,"Greater DMV Area",no,5,[]
370,"Fiesta MLK Pharmacy","Pharmacy / Health",Pharmacy/Health,Dallas,TX,"Greater Dallas Area",YES,10,[]
371,"Uptown Pharmacy","Pharmacy / Health",Pharmacy/Health,Dallas,TX,"Greater Dallas Area",YES,10,[]
372,"Buckner Neighborhood Pharmacy","Pharmacy / Health",Pharmacy/Health,Dallas,TX,"Greater Dallas Area",no,10,[]
373,"Congress Heights Community Pharmacy","Pharmacy / Health",Pharmacy/Health,Washington,DC,"Greater DMV Area",no,10,[]
374,"Grubb's SE Pharmacy & Mini Mart","Pharmacy / Health",Pharmacy/Health,Washington,DC,"Greater DMV Area",no,10,[]
375,"KLS Courier Enterprises","Courier / Parcel","Courier/Parcel Delivery","New York",NY,"Greater NYC Area",no,9,[]
376,"YLG Courier Services","Courier / Parcel","Courier/Parcel Delivery","New York",NY,"Greater NYC Area",no,9,[]
377,"JetBlack Courier Services","Courier / Parcel","Courier/Parcel Delivery","New York",NY,"Greater NYC Area",no,9,[]
378,"Xentra Transport","Courier / Parcel","Courier/Parcel Delivery","New York",NY,"Greater NYC Area",no,9,[]
379,"Soliha Express Cargo","Courier / Parcel","Courier/Parcel Delivery",Brooklyn,NY,"Greater NYC Area",no,9,[]
380,"Express Errands & Courier LA","Courier / Parcel","Courier/Parcel Delivery","Los Angeles",CA,"Greater Los Angeles Area",no,9,[]
381,"Creative Pop-up Collective","Local Events / Creators","Local Events/Creators",Houston,TX,"Greater Houston Area",no,11,[]
382,"Juneteenth Atlanta Parade & Music Festival","Local Events / Creators","Local Events/Creators",Atlanta,GA,"Greater Atlanta Area",no,11,[]
383,"Kelly Miller Market Days","Local Events / Creators","Local Events/Creators",Washington,DC,"Greater DMV Area",no,11,[]
384,"Charlotte Beauty Supply & Braids","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Charlotte,NC,"Greater Charlotte Area",no,16,[]
385,"Blend Beautique","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Birmingham,AL,"Greater Birmingham Area",no,16,[]
386,"Austin Beauty Supply Plus","Beauty Supply / Hair Providerz","Beauty Supply/Hair Providers",Austin,TX,"Greater Austin Area",no,16,[]
387,"Made By GEbony","Beauty / Personal Care","Beauty/Personal Care",Houston,TX,"Greater Houston Area",no,14,[]
389,"Buy Black Marketplace","Local Events / Creators","Local Events/Creators",Houston,TX,"Greater Houston Area",no,11,[]
390,"Peachez HTX","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
391,"Pur Noire Urban Wineries","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
392,"Trez Bistro & Wine Bar","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
393,"The Address Lounge","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
394,"Swanky Patron","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
395,"OKRA Charity Saloon","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
396,"King's Daiquiri","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
397,"Clutch Houston","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
398,"V Live Houston","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
399,"Anvil Bar & Refuge","Liquor / Beverages",Liquor/Beverages,Houston,TX,"Greater Houston Area",YES,8,[]
400,"Daiquiri's To Go","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
401,"Blends Daiquiri Express","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
402,"Red Light Lounge","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
403,"Lounge 31","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
404,"The Cigar Warehouse","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
405,"Casa de Montecristo","Liquor / Beverages",Liquor/Beverages,Dallas,TX,"Greater Dallas Area",YES,8,[]
406,"Bar Vegan","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
407,"Fellaship Lounge","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
408,"Stanley's Cigar Lounge","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
409,"Blue Flame Lounge","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
410,"Vanquish Nightclub","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
411,"Benny's Package Store","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
412,"Cigar City Club","Liquor / Beverages",Liquor/Beverages,Atlanta,GA,"Greater Atlanta Area",YES,8,[]
413,"D'Bo's Daiquiris Wings & Seafood","Liquor / Beverages",Liquor/Beverages,Memphis,TN,"Memphis Area",YES,8,[]
414,"Wild Bill's Juke Joint","Liquor / Beverages",Liquor/Beverages,Memphis,TN,"Memphis Area",YES,8,[]
416,"The Candy Shop Daiquiri's","Liquor / Beverages",Liquor/Beverages,Memphis,TN,"Memphis Area",YES,8,[]
417,"Black Wall Street Liquid Lounge","Liquor / Beverages",Liquor/Beverages,Tulsa,OK,"Greater Tulsa Area",YES,8,[]
418,"PV's Liquor","Liquor / Beverages",Liquor/Beverages,Tulsa,OK,"Greater Tulsa Area",YES,8,[]
419,"DVL Bar","Liquor / Beverages",Liquor/Beverages,Tulsa,OK,"Greater Tulsa Area",YES,8,[]
420,"Texas Original - Houston","THC / Dispensary",THC/CBD,Houston,TX,"Greater Houston Area",YES,7,[]
421,"Goodblend Texas - Houston","THC / Dispensary",THC/CBD,Houston,TX,"Greater Houston Area",YES,7,[]
422,"Green Cross Houston","THC / Dispensary",THC/CBD,Houston,TX,"Greater Houston Area",YES,7,[145]
423,"Tree of Life Houston","THC / Dispensary",THC/CBD,Houston,TX,"Greater Houston Area",YES,7,[145]
424,"CBD Plus USA - Houston","THC / Dispensary",THC/CBD,Houston,TX,"Greater Houston Area",YES,7,[145]
427,"Mellow Fellow Dallas","THC / Dispensary",THC/CBD,Dallas,TX,"Greater Dallas Area",YES,7,[145]
430,"Restart CBD Austin","THC / Dispensary",THC/CBD,Austin,TX,"Greater Austin Area",YES,7,[145]
431,"Texas Herb Center","THC / Dispensary",THC/CBD,Austin,TX,"Greater Austin Area",YES,7,[145]
432,"Galveston CBD & Wellness","THC / Dispensary",THC/CBD,Galveston,TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",YES,7,[145]
433,"CBD American Shaman - Beaumont","THC / Dispensary",THC/CBD,Beaumont,TX,"Brazoria, Matagorda, Galveston, Wharton, Jefferson County Areas",YES,7,[145]
434,"Huntsville Hemp Company","THC / Dispensary",THC/CBD,Huntsville,TX,"Greater Huntsville Area",YES,7,[145]
435,"Birmingham CBD & Wellness","THC / Dispensary",THC/CBD,Birmingham,AL,"Greater Birmingham Area",YES,7,[145]
436,"Botanical Sciences - Atlanta","THC / Dispensary",THC/CBD,Atlanta,GA,"Greater Atlanta Area",YES,7,[]
437,"Surterra Wellness - Atlanta","THC / Dispensary",THC/CBD,Atlanta,GA,"Greater Atlanta Area",YES,7,[145]
438,"Atlanta Hemp Company","THC / Dispensary",THC/CBD,Atlanta,GA,"Greater Atlanta Area",YES,7,[145]
439,"Memphis Hemp Company","THC / Dispensary",THC/CBD,Memphis,TN,"Memphis Area",YES,7,[145]
440,"Your CBD Store - Memphis","THC / Dispensary",THC/CBD,Memphis,TN,"Memphis Area",YES,7,[145]
441,"Cookies Melrose","THC / Dispensary",THC/CBD,"Los Angeles",CA,"Greater Los Angeles Area",YES,7,[]
442,"MedMen - West Hollywood","THC / Dispensary",THC/CBD,"Los Angeles",CA,"Greater Los Angeles Area",YES,7,[]
443,"Jungle Boys - LA","THC / Dispensary",THC/CBD,"Los Angeles",CA,"Greater Los Angeles Area",YES,7,[]
444,"Stiiizy - DTLA","THC / Dispensary",THC/CBD,"Los Angeles",CA,"Greater Los Angeles Area",YES,7,[]
445,"The Artist Tree - West Hollywood","THC / Dispensary",THC/CBD,"Los Angeles",CA,"Greater Los Angeles Area",YES,7,[]
446,"Higher Path - Sherman Oaks","THC / Dispensary",THC/CBD,Inglewood,CA,"Greater Los Angeles Area",YES,7,[]
447,"Planet 13 Las Vegas","THC / Dispensary",THC/CBD,"Las Vegas",NV,"Greater Las Vegas Area",YES,7,[]
448,"The Dispensary NV - Henderson","THC / Dispensary",THC/CBD,"Las Vegas",NV,"Greater Las Vegas Area",YES,7,[]
449,"Reef Dispensaries - Las Vegas","THC / Dispensary",THC/CBD,"Las Vegas",NV,"Greater Las Vegas Area",YES,7,[]
450,"Oasis Cannabis","THC / Dispensary",THC/CBD,"Las Vegas",NV,"Greater Las Vegas Area",YES,7,[]
451,"Cultivate Las Vegas","THC / Dispensary",THC/CBD,"Las Vegas",NV,"Greater Las Vegas Area",YES,7,[]
452,"Trulieve - Miami","THC / Dispensary",THC/CBD,Miami,FL,"Greater Miami Area",YES,7,[]
453,"Curaleaf - Miami","THC / Dispensary",THC/CBD,Miami,FL,"Greater Miami Area",YES,7,[]
454,"MUV - Miami","THC / Dispensary",THC/CBD,Miami,FL,"Greater Miami Area",YES,7,[]
455,"Fluent - Miami","THC / Dispensary",THC/CBD,Miami,FL,"Greater Miami Area",YES,7,[]
456,"Miami CBD & Wellness","THC / Dispensary",THC/CBD,Miami,FL,"Greater Miami Area",YES,7,[145]
457,"Takoma Wellness Center","THC / Dispensary",THC/CBD,Washington,DC,"Greater DMV Area",YES,7,[]
458,"Anacostia Organics","THC / Dispensary",THC/CBD,Washington,DC,"Greater DMV Area",YES,7,[]
459,"Capital City Care","THC / Dispensary",THC/CBD,Washington,DC,"Greater DMV Area",YES,7,[]
460,"DC Buds","THC / Dispensary",THC/CBD,Washington,DC,"Greater DMV Area",YES,7,[]
461,"National Holistic - DC","THC / Dispensary",THC/CBD,Washington,DC,"Greater DMV Area",YES,7,[]
462,"Mango Cannabis - Tulsa","THC / Dispensary",THC/CBD,Tulsa,OK,"Greater Tulsa Area",YES,7,[]
463,"Simply Plus Dispensary","THC / Dispensary",THC/CBD,Tulsa,OK,"Greater Tulsa Area",YES,7,[]
464,"Buddha's Best Dispensary","THC / Dispensary",THC/CBD,Tulsa,OK,"Greater Tulsa Area",YES,7,[]
465,"The Green Gorilla","THC / Dispensary",THC/CBD,Tulsa,OK,"Greater Tulsa Area",YES,7,[]
466,"Kush House Dispensary","THC / Dispensary",THC/CBD,Tulsa,OK,"Greater Tulsa Area",YES,7,[]
467,"Charlotte CBD & Wellness","THC / Dispensary",THC/CBD,Charlotte,NC,"Greater Charlotte Area",YES,7,[145]
469,"Housing Works Cannabis Co.","THC / Dispensary",THC/CBD,"New York",NY,"Greater NYC Area",YES,7,[]
470,"Union Square Travel Agency","THC / Dispensary",THC/CBD,"New York",NY,"Greater NYC Area",YES,7,[]
471,"Gotham Cannabis Dispensary","THC / Dispensary",THC/CBD,"New York",NY,"Greater NYC Area",YES,7,[]
472,"Smacked NYC","THC / Dispensary",THC/CBD,"New York",NY,"Greater NYC Area",YES,7,[]
473,"The Cannabis Place","THC / Dispensary",THC/CBD,"New York",NY,"Greater NYC Area",YES,7,[]
474,"Boss Lady Couture","Retail / Shopping",Retail/Shopping,Houston,TX,"Greater Houston Area",no,13,[]
475,TaterQue,Restaurants,"Restaurants/Brick and Mortar",Austin,TX,"Greater Austin Area",no,4,[14]
476,"Black Book Houston","Local Events / Creators","Local Events/Creators",Houston,TX,"Greater Houston Area",no,11,[]
