TABLE,PROVEN CREATE MIGRATION,ALTER MIGRATIONS,MODELS,CONTROLLERS/SERVICES/OTHER USAGE,FOREIGN KEY REFERENCES,STATUS,EVIDENCE
oauth_personal_access_clients,database/migrations/2016_06_01_000005_create_oauth_personal_access_clients_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
oauth_refresh_tokens,database/migrations/2016_06_01_000003_create_oauth_refresh_tokens_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
offline_payment_methods,database/migrations/2023_08_10_131937_create_offline_payment_methods_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
offline_payments,database/migrations/2023_08_10_132315_create_offline_payments_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
order_anywhere_requests,database/migrations/2026_07_03_000001_create_order_anywhere_requests_table.php,database/migrations/2026_07_03_000004_add_payment_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_06_100000_add_missing_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_06_110000_add_driver_assignment_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_06_140005_add_itemized_pricing_to_order_anywhere_requests_table.php; database/migrations/2026_07_09_000001_add_payment_link_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_09_000003_add_provider_neutral_columns_to_order_anywhere_requests_table.php; database/migrations/2026_07_09_000005_add_connect_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_16_160000_add_fulfillment_and_card_issuing_fields_to_order_anywhere_requests_table.php; database/migrations/2026_07_21_000002_add_order_id_to_order_anywhere_requests_table.php,,,database/migrations/2026_07_19_160400_create_merchant_prospects_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
order_cancel_reasons,database/migrations/2023_02_27_111635_create_order_cancel_reasons_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
order_details,,database/migrations/2022_12_21_154227_alter_table_order_details_change_variation.php; database/migrations/2025_06_14_154744_add_discount_data_on_order_details_table.php,,app/CentralLogics/ProductLogic.php; app/Http/Controllers/Admin/ReportController.php; app/Services/UrbanGoodz/AIMarketplaceSearchService.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
order_payments,database/migrations/2023_07_06_144944_create_order_payments_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
order_references,database/migrations/2024_01_17_105010_create_order_references_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
order_taxes,,,,app/Http/Controllers/Api/V1/Vendor/ReportController.php; app/Http/Controllers/Vendor/VendorTaxReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
order_taxes as order_taxes,,,,app/Http/Controllers/Admin/VendorTaxReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
order_transactions,,database/migrations/2022_05_14_122603_add_dm_tips_column_to_order_transactions_table.php; database/migrations/2022_11_05_094404_add_delivery_fee_comission_to_order_transactions_table.php; database/migrations/2022_11_15_112413_add_expense_column_to_order_transactions_table.php; database/migrations/2023_02_27_162252_add_store_expense_columns_to_order_transactions_table.php; database/migrations/2023_03_02_144258_add_discount_amount_by_store_col_to_order_transactions_table.php; database/migrations/2023_07_05_145800_add_service_charge_col_to_order_transactions_table.php; database/migrations/2024_04_18_172145_add_extrapackaging_ref_amount_cols_to_temp_order_transactions_table.php; database/migrations/2024_05_26_120621_add_subscription_model_to_order_transaction_table.php,,app/Http/Controllers/Admin/AdminEarningReportController.php; app/Http/Controllers/Admin/ReportController.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
orders,,database/migrations/2022_05_14_122133_add_dm_tips_column_to_orders_table.php; database/migrations/2022_07_31_103626_add_free_delivery_by_column_to_orders_table.php; database/migrations/2022_10_18_093323_add_refund_request_cancel_column_to_orders_table.php; database/migrations/2022_12_29_114005_add_prescription_order_column_to_orders_table.php; database/migrations/2023_01_23_144828_add_tax_status_column_to_orders_table.php; database/migrations/2023_02_25_133409_add_vehicle_id_column_to_orders_table.php; database/migrations/2023_02_27_111937_add_cancellation_reason_col_to_orders_table.php; database/migrations/2023_02_27_162357_add_coupon_created_by_columns_to_orders_table.php; database/migrations/2023_03_02_103114_add_discount_on_product_by_column_to_orders_table.php; database/migrations/2023_05_16_104129_add_cutlery_processing_time_unavailable_product_note_col_to_orders_table.php; database/migrations/2023_05_18_143530_add_delivery_instruction_col_to_orders_table.php; database/migrations/2023_05_28_153920_add_tax_percentage_col_to_orders_table.php; database/migrations/2023_07_05_135741_add_service_charge_col_to_orders_table.php; database/migrations/2023_07_05_155429_add_order_proof_col_to_orders_table.php; database/migrations/2023_07_06_124530_add_partially_paid_amount_col_to_orders_table.php; database/migrations/2023_08_22_102914_add_is_guest_col_to_orders_table.php; database/migrations/2023_09_23_184806_add_flash_sale_cols_to_orders_table.php; database/migrations/2024_04_18_171851_add_cashback_ref_amount_cols_to_temp_orders_table.php; database/migrations/2024_05_28_112559_add_change_order_attachment_column_to_orders_table.php; database/migrations/2025_07_05_070056_add_tax_type_col_to_order_table.php; database/migrations/2025_09_20_141407_add_bring_change_amount_col_to_orders_table.php; database/migrations/2026_03_09_151700_add_extra_discount_amount_col_to_orders_table.php; database/migrations/2026_07_09_000300_add_age_restricted_compliance_fields.php; database/migrations/2026_07_09_000500_add_customer_age_confirmation_to_orders.php,,app/CentralLogics/Helpers.php; app/CentralLogics/ProductLogic.php; app/Http/Controllers/Admin/AdminEarningReportController.php; app/Http/Controllers/Admin/ReportController.php; app/Http/Controllers/Admin/VendorTaxReportController.php; app/Http/Controllers/Api/V1/UrbanGoodz/DynamicPricingController.php; app/Http/Controllers/Api/V1/Vendor/ReportController.php; app/Http/Controllers/Vendor/DashboardController.php; app/Http/Controllers/Vendor/SystemController.php; app/Http/Controllers/Vendor/VendorTaxReportController.php; app/Services/UrbanGoodz/AIMarketplaceSearchService.php; app/Services/UrbanGoodz/UrbanGoodzAIExecutionService.php; app/Traits/ReportGeneratorTrait.php,database/migrations/2026_07_09_000400_create_urban_goodz_age_verifications_table.php,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
orders as orders,,,,app/Http/Controllers/Admin/VendorTaxReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
page_seo_data,database/migrations/2025_11_09_014948_create_page_seo_data_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
parcel_cancellation_reasons,database/migrations/2025_09_15_143154_create_parcel_cancellation_reasons_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
parcel_cancellations,database/migrations/2025_09_16_173917_create_parcel_cancellations_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
parcel_categories,,database/migrations/2022_10_19_150319_add_delivery_column_to_parcel_categories_table.php,,,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
parcel_delivery_instructions,database/migrations/2023_11_23_093859_create_parcel_delivery_instructions_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
parcel_penalty_fees,database/migrations/2026_01_27_141620_create_parcel_penalty_fees_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
parcel_return_fees,database/migrations/2026_01_27_141523_create_parcel_return_fees_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
password_resets,,database/migrations/2023_02_25_175912_add_hit_count_at_col_in_password_resets_table.php; database/migrations/2023_03_11_121000_add_temp_block_time_col_to_password_resets_table.php; database/migrations/2023_04_05_112916_add_created_by_col_to_password_resets_table.php; database/migrations/2024_10_21_153607_add_phone_col_to_password_resets_table.php,,app/CentralLogics/Helpers.php; app/Console/Commands/UrbanGoodzEcosystemTest.php; app/Http/Controllers/Admin/UrbanGoodz/BusinessResetPasswordController.php; app/Http/Controllers/Api/V1/Auth/DMPasswordResetController.php; app/Http/Controllers/Api/V1/Auth/PasswordResetController.php; app/Http/Controllers/Api/V1/Auth/VendorPasswordResetController.php; app/Http/Controllers/LoginController.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
payment_requests,,,app/Models/PaymentRequest.php,,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
pharmacy_item_details,database/migrations/2023_08_24_151032_create_pharmacy_item_details_table.php,database/migrations/2024_04_01_142631_add_is_prescription_required_col_to_pharmacy_item_details_table.php,,app/Http/Controllers/Admin/ItemController.php; app/Http/Controllers/Api/V1/CommonConditionController.php; app/Http/Controllers/Api/V1/Vendor/ItemController.php; app/Http/Controllers/Vendor/ItemController.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
phone_verifications,,database/migrations/2023_02_25_175825_add_otp_hit_count_cols_in_phone_verifications_table.php; database/migrations/2023_03_11_120645_add_temp_block_time_col_to_phone_verifications_table.php,,app/Http/Controllers/Api/V1/Auth/CustomerAuthController.php; app/Http/Controllers/Api/V1/Auth/SocialAuthController.php; app/Http/Controllers/Api/V1/CustomerController.php; app/Http/Controllers/LoginController.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
priority_lists,database/migrations/2024_07_10_165721_create_priority_lists_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
provide_d_m_earnings,,,,app/Http/Controllers/Api/V1/DeliverymanController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
react_promotional_banners,database/migrations/2023_05_14_104308_create_react_promotional_banners_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
react_testimonials,database/migrations/2023_05_08_125811_create_react_testimonials_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
recent_searches,database/migrations/2025_03_12_101638_create_recent_searches_table.php,,app/Models/RecentSearch.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
reels,,database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php,,,database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
refund_reasons,database/migrations/2022_10_18_093529_create_refund_reasons_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
refunds,database/migrations/2022_10_18_092639_create_refunds_table.php,database/migrations/2023_01_10_145928_change_refund_amount_column_type.php,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
reviews,,database/migrations/2024_05_14_175408_add_reply_col_to_reviews_table.php; database/migrations/2024_07_15_131402_add_replied_at_col_to_reviews_table.php; database/migrations/2025_07_24_131029_add_index_to_reviews_table.php,,app/CentralLogics/CategoryLogic.php; app/CentralLogics/Helpers.php; app/CentralLogics/StoreLogic.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
ride_reviews,,,,app/Models/DeliveryMan.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
social_media,database/migrations/2022_04_12_015827_create_social_media_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
storages,database/migrations/2024_05_16_113516_create_storages_table.php,,,app/CentralLogics/Helpers.php; app/Models/Admin.php; app/Models/AdminFeature.php; app/Models/AdminPromotionalBanner.php; app/Models/AdminSpecialCriteria.php; app/Models/AdminTestimonial.php; app/Models/Advertisement.php; app/Models/Banner.php; app/Models/Brand.php; app/Models/BusinessSetting.php; app/Models/Campaign.php; app/Models/Category.php; app/Models/DataSetting.php; app/Models/DeliveryMan.php; app/Models/EmailTemplate.php; app/Models/FlutterSpecialCriteria.php; app/Models/Item.php; app/Models/ItemCampaign.php; app/Models/Module.php; app/Models/ModuleWiseBanner.php; app/Models/ModuleWiseWhyChoose.php; app/Models/Notification.php; app/Models/ParcelCategory.php; app/Models/ReactPromotionalBanner.php; app/Models/ReactTestimonial.php; app/Models/Store.php; app/Models/TempProduct.php; app/Models/User.php; app/Models/UserInfo.php; app/Models/Vendor.php; app/Models/VendorEmployee.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
storages as storage,,,,app/Http/Controllers/Admin/AdminEarningReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
store_configs,database/migrations/2023_09_20_122921_create_store_configs_table.php,,,app/CentralLogics/Helpers.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
store_notification_settings,database/migrations/2024_07_07_112203_create_store_notification_settings_table.php,database/migrations/2025_01_05_140000_add_module_type_col_to_store_notification_settings_table.php,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
store_schedule,,,app/Models/StoreSchedule.php,app/Http/Controllers/Admin/VendorController.php; app/Services/UrbanGoodz/AIMarketplaceSearchService.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
store_subscriptions,database/migrations/2024_05_13_102612_create_store_subscriptions_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
stores,,database/migrations/2022_10_31_165427_add_rename_delivery_charge_column_to_stores_table.php; database/migrations/2023_01_07_115354_add_prescription_order_to_stores_table.php; database/migrations/2023_01_23_144232_add_slug_to_stores_table.php; database/migrations/2023_03_01_154319_add_maximum_delivery_charge_column_to_stores_table.php; database/migrations/2023_06_11_172741_add_cutlery_col_to_stores_table.php; database/migrations/2023_07_09_120533_add_meta_cols_to_stores_table.php; database/migrations/2023_08_21_115610_add_announcement_cols_to_stores_table.php; database/migrations/2024_05_13_170120_add_store_business_model_col_to_stores_table.php; database/migrations/2024_07_14_182931_add_package_id_col_stores_table.php; database/migrations/2024_12_03_142529_add_to_col_stores_table.php; database/migrations/2025_06_25_174502_add_to_cols_stores_table.php; database/migrations/2026_01_08_121542_add_meta_data_column_to_stores_table.php; database/migrations/2026_07_05_214527_add_public_listing_fields_to_stores_table.php; database/migrations/2026_07_06_140004_add_business_type_slug_to_stores_table.php,,app/CentralLogics/CategoryLogic.php; app/CentralLogics/ProductLogic.php; app/Http/Controllers/Admin/AdminEarningReportController.php; app/Http/Controllers/Admin/VendorController.php; app/Http/Controllers/Admin/VendorTaxReportController.php; app/Http/Controllers/Api/V1/BrandController.php; app/Http/Controllers/Api/V1/ItemController.php; app/Services/UrbanGoodz/AIMarketplaceSearchService.php,database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
stores as stores,,,,app/Http/Controllers/Admin/VendorTaxReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
subscription_billing_and_refund_histories,database/migrations/2024_05_22_115717_create_subscription_billing_and_refund_histories_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
subscription_packages,database/migrations/2024_05_13_102547_create_subscription_packages_table.php,database/migrations/2024_12_12_114152_add_module_type_col_to_subscription_package_table.php,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
subscription_transactions,database/migrations/2024_05_13_104250_create_subscription_transactions_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
subscription_transactions as sub,,,,app/Http/Controllers/Admin/AdminEarningReportController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
surge_price_dates,database/migrations/2025_07_13_192359_create_surge_price_dates_table.php,,,app/Http/Controllers/Admin/SurgePriceController.php; app/Traits/PlaceNewOrder.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
surge_prices,database/migrations/2025_07_13_185456_create_surge_prices_table.php,,,app/Http/Controllers/Admin/SurgePriceController.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
tags,database/migrations/2023_01_02_112948_create_tags_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
temp_products,database/migrations/2023_08_14_123526_create_temp_products_table.php,database/migrations/2024_04_18_171206_add_halal_brand_cols_to_temp_products_table.php; database/migrations/2024_09_12_142834_add_nutrition_allergy_id_cols_to_temp_products_table.php; database/migrations/2026_04_13_000001_add_product_video_columns_to_items_and_temp_products_tables.php,,app/Http/Controllers/Vendor/ItemController.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
trips,,,,app/CentralLogics/Helpers.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
urban_goodz_activity_logs,database/migrations/2026_07_09_000000_create_urban_goodz_activity_logs_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_age_verifications,database/migrations/2026_07_09_000400_create_urban_goodz_age_verifications_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_ai_conversations,database/migrations/2026_07_06_140007_create_urban_goodz_ai_conversations_table.php,,app/Models/UrbanGoodzAIConversation.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_ai_intents,database/migrations/2026_07_06_140006_create_urban_goodz_ai_intents_table.php,,app/Models/UrbanGoodzAIIntent.php,,database/migrations/2026_07_06_140007_create_urban_goodz_ai_conversations_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_appointments,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzAppointment.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_batch_package_audits,database/migrations/2026_07_19_061759_create_urban_goodz_batch_package_audits_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_batch_packages,database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php,,,,database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php; database/migrations/2026_07_19_061759_create_urban_goodz_batch_package_audits_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_batch_participants,database/migrations/2026_07_19_061757_create_urban_goodz_batch_participants_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_book_anywhere_requests,database/migrations/2026_07_12_000002_create_urban_goodz_book_anywhere_requests_table.php,,app/Models/UrbanGoodzBookAnythingRequest.php,app/Http/Controllers/Api/V1/UrbanGoodz/BookServicesAIController.php; app/Http/Controllers/Api/V1/UrbanGoodz/FashionFitAIController.php; app/Services/UrbanGoodz/UrbanGoodzAIExecutionService.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_capabilities,database/migrations/2026_07_06_140003_create_urban_goodz_business_capabilities_table.php,,app/Models/UrbanGoodzBusinessCapability.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_client_documents,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_client_jobs,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php,database/migrations/2026_07_09_001100_add_driver_fields_to_business_client_jobs_table.php,,,database/migrations/2026_07_09_213618_add_business_client_job_id_to_urban_goodz_driver_earnings_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_client_locations,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php,database/migrations/2026_07_09_000001_add_business_client_management_fields.php,,,database/migrations/2026_07_08_140000_create_urban_goodz_manifests_table.php; database/migrations/2026_07_19_061756_create_urban_goodz_intake_batches_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_client_users,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php,database/migrations/2026_07_09_000001_add_business_client_management_fields.php; database/migrations/2026_07_16_150000_add_rbac_and_audit_to_business_portal.php,,,database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php; database/migrations/2026_07_16_150000_add_rbac_and_audit_to_business_portal.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_clients,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php,database/migrations/2026_07_09_000001_add_business_client_management_fields.php; database/migrations/2026_07_12_100000_add_dispatch_company_support.php,,,database/migrations/2026_07_08_000001_create_urban_goodz_business_client_tables.php; database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php; database/migrations/2026_07_08_140000_create_urban_goodz_manifests_table.php; database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php; database/migrations/2026_07_16_150001_create_urban_goodz_impersonation_sessions_table.php; database/migrations/2026_07_19_061756_create_urban_goodz_intake_batches_table.php; database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php; database/migrations/2026_07_19_110153_create_urban_goodz_route_clustering_audits_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_portal_audit_logs,database/migrations/2026_07_16_150000_add_rbac_and_audit_to_business_portal.php,database/migrations/2026_07_16_150000_add_rbac_and_audit_to_business_portal.php,app/Models/UrbanGoodzBusinessPortalAuditLog.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_type_default_capabilities,database/migrations/2026_07_06_140002_create_urban_goodz_business_type_default_capabilities_table.php,,app/Models/UrbanGoodzBusinessTypeDefaultCapability.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_business_types,database/migrations/2026_07_06_140000_create_urban_goodz_business_types_table.php,,app/Models/UrbanGoodzBusinessType.php,,database/migrations/2026_07_06_140002_create_urban_goodz_business_type_default_capabilities_table.php; database/migrations/2026_07_06_140004_add_business_type_slug_to_stores_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_capabilities,database/migrations/2026_07_06_140001_create_urban_goodz_capabilities_table.php,,app/Models/UrbanGoodzCapability.php,,database/migrations/2026_07_06_140002_create_urban_goodz_business_type_default_capabilities_table.php; database/migrations/2026_07_06_140003_create_urban_goodz_business_capabilities_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_client_invoices,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_community_comments,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzCommunityComment.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_community_marketplace_items,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzCommunityMarketplaceItem.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_community_posts,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzCommunityPost.php,,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_applications,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,app/Models/UrbanGoodzCreatorApplication.php,,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php; database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_business_leads,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorBusinessLead.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_campaign_assignments,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorCampaignAssignment.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_campaigns,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorCampaign.php,,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_content,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorContent.php,,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_earnings,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorEarning.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_event_promotions,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,,app/Models/UrbanGoodzCreatorEventPromotion.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_products,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzCreatorProduct.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_creator_profiles,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php,app/Models/UrbanGoodzCreatorProfile.php,,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php; database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_dedicated_routes,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,database/migrations/2026_07_08_100000_add_route_package_foundation_fields.php; database/migrations/2026_07_08_120000_add_end_location_to_dedicated_routes.php; database/migrations/2026_07_09_000300_add_age_restricted_compliance_fields.php; database/migrations/2026_07_19_120000_add_intake_batch_id_and_route_label_to_dedicated_routes.php,,app/Services/UrbanGoodz/AiCompanionApiService.php,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php; database/migrations/2026_07_08_110000_make_dedicated_route_id_nullable.php; database/migrations/2026_07_08_130000_fix_dedicated_route_id_nullable.php; database/migrations/2026_07_09_000400_create_urban_goodz_age_verifications_table.php; database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php; database/migrations/2026_07_19_150100_create_urban_goodz_route_execution_versions_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_demand_signals,database/migrations/2026_07_05_000001_create_urban_goodz_ingestion_tables.php,,app/Models/UrbanGoodzDemandSignal.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_discovery_searches,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzDiscoverySearch.php,app/Services/UrbanGoodz/UrbanGoodzAIExecutionService.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_dispatch_audit_logs,database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php,,app/Models/UrbanGoodzDispatchAuditLog.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_dispatch_commissions,database/migrations/2026_07_12_100000_add_dispatch_company_support.php,,app/Models/UrbanGoodzDispatchCommission.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_driver_earnings,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,database/migrations/2026_07_09_213618_add_business_client_job_id_to_urban_goodz_driver_earnings_table.php; database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php; database/migrations/2026_07_17_100000_create_urban_goodz_driver_pricing_policies_table.php,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
